filename,opcodes,label
oob_safe_8_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
dead_code_safe_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov mov jmp mov imul add add cmp jle mov pop ret push mov sub mov mov call mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
opaque_predicate_safe_5_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov ret nop ret,0
dead_code_vuln_6_x86_O3,cmp jg xor ret sub mov mov call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop imul ret nop sub mov mov call add ret,1
format_safe_9_x86_O3,push mov add mov mov call mov lea xor call sub xor pop ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
oob_vuln_6_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp mov ret,1
dead_code_safe_0_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop mov nop sub jne imul ret ret mov ret,0
int_overflow_vuln_4_x86_O2,sub mov lea xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
arm_stack_safe_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov lea mov mov mov call mov nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,0
format_safe_4_x86_O3,push mov add mov mov call mov lea xor call sub xor pop ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
race_vuln_8_x86_O3,sub xor lea xor mov call lea xor xor lea call mov xor call mov xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop add xor ret,1
opaque_predicate_vuln_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov mov mov imul and test je mov imul and test je mov jmp mov pop ret push mov sub mov call test je mov lea mov mov call nop leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
cmd_injection_vuln_4_x86_O3,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
heap_overflow_vuln_2_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push push sub mov mov call mov mov mov call mov call add pop pop ret cmp jg mov ret sub mov call mov add ret,1
stack_overflow_vuln_4_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp sub mov mov call add ret cmp jg mov ret sub mov call mov add ret,1
arm_stack_safe_4_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop ret,0
control_flow_flatten_vuln_0_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov cmp je cmp jg cmp je cmp je jmp mov jmp mov lea mov mov call mov jmp lea lea mov mov mov call jmp jmp leave ret push mov sub mov mov cmp jle mov add mov mov call mov leave ret,1
race_safe_6_x86_O3,sub xor lea call mov xor xor lea call xor lea xor lea call mov xor call mov xor call lea call xor add ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop push mov nop lea call lea add call sub jne xor pop ret,0
format_safe_1_x86_O2,push mov add mov mov call mov lea xor call sub xor pop ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
oob_vuln_2_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp mov ret,1
race_vuln_5_x86_O2,sub xor lea xor mov call lea xor xor lea call mov xor call mov xor call xor add ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop add xor ret,1
use_after_free_safe_8_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov leave ret,0
double_free_vuln_2_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
use_after_free_safe_5_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov leave ret,0
int_overflow_vuln_8_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov mov mov imul mov mov lea mov mov mov call mov leave ret,1
control_flow_flatten_vuln_3_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop push sub mov mov mov jmp nop mov cmp jne mov call mov lea mov call add pop ret cmp jg mov ret sub mov call mov add ret,1
double_free_safe_6_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov call mov mov mov call mov mov leave ret,0
race_safe_7_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push push sub mov lea mov call add mov call sub jne mov add pop pop ret push push sub lea mov mov call lea lea mov mov mov call mov mov mov mov call mov mov call mov mov call mov call mov add pop pop ret,0
stack_safe_5_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop ret,0
cmd_injection_vuln_0_x86_O2,cmp jg xor ret push mov call xor pop ret nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
arm_stack_safe_5_x86_O2,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop ret,0
null_deref_safe_9_x86_O0,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp push mov sub mov cmp je mov mov lea mov mov mov call mov leave ret,0
null_deref_vuln_4_x86_O3,mov ud2 nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,1
arm_stack_safe_8_x86_O3,xor ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp nop ret,0
stack_safe_6_x86_O1,xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp ret mov ret,0
format_safe_0_x86_O3,push mov add mov mov call mov lea xor call sub xor pop ret nop nop xor mov pop mov and push push xor xor mov call hlt nop nop ret nop nop mov cmp je mov test je mov jmp nop ret nop nop mov sub mov shr sar add sar je mov test je mov jmp ret nop nop endbr64 cmp jne push mov call mov pop ret nop ret nop nop endbr64 jmp,0
